APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9747161,U18,DP,5,N,6/27/2019,9/30/2019,9/29/2020,945,U18DP006128,SCHOOLS OF MEDICINE,RFA-DP-15-001,5U18DP006128-05,NCCDPHP:450000\,OTHER RESEARCH-RELATED,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,LOS ANGELES,UNITED STATES,INTERNAL MEDICINE/MEDICINE,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"PUBLIC HEALTH RELEVANCE: United Healthcare has implemented 2 innovative programs for Medicaid enrollees, known as the Accountable Care Communities and Health Home programs, to help address the complex care needs of some of our nations' most vulnerable patients. The impact of these programs on the care of adult Medicaid enrollees with diabetes is a critical and timely question that remains unanswered. Our team will work in collaboration with UHC and CDC to evaluate the impact of these programs to inform future UHC strategies and national policies surrounding Medicare programs.",8589309; 1872122 (contact); ,"DURU, OBIDIUGWU KENRIK; MANGIONE, CAROL M (contact);",,9/30/2015,9/29/2020,,A Partnered Evaluation of UHC Medicaid Plan Innovations for Diabetes Patients,6128,ZDP1,Special Emphasis Panel ,,,5,,,450000,
9753065,U01,PS,5,N,6/11/2019,9/30/2019,9/29/2020,941,U01PS005137,SCHOOLS OF MEDICINE,RFA-PS-16-003,5U01PS005137-04,NCHHSTP:400000\,Non-SBIR/STTR RPGs,2019,"National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention (NCHHSTP)",,WINSTON-SALEM,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,5,937727907,US,9021205,WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,271570001,"Project Narrative Transgender women in the US are disproportionately affected by HIV, with racial/ethnic minority transgender women experiencing the greatest disparities, and there remains a profound need for evidence-based interventions to reduce their risk for HIV. At the same time, transgender women may not have access to or use safe transition-related healthcare services, which have been identified as a priority among transgender women and can impact outcomes that shape HIV risk. Our community-based participatory research (CBPR) partnership proposes to refine, implement, and evaluate a homegrown and culturally congruent intervention known as ChiCAS, which is designed to increase condom use, HIV testing, PrEP use, and use of safe transition-related healthcare services among Latina transgender women.",7812804; ,"RHODES, SCOTT D;",,9/30/2016,9/29/2020,,HIV prevention among Latina transgender women who have sex with men: Evaluation of a locally developed intervention,5137,ZPS1,Special Emphasis Panel ,,,4,,,400000,
9753811,U18,DP,5,N,6/11/2019,9/30/2019,9/29/2020,945,U18DP006139,SCHOOLS OF PUBLIC HEALTH,RFA-DP-15-002,5U18DP006139-05,NCCDPHP:375779\,OTHER RESEARCH-RELATED,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,Aurora,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,6,41096314,US,1199905,UNIVERSITY OF COLORADO DENVER,CO,800452571,,7840186; ,"DABELEA, DANA ;",,9/30/2015,9/29/2020,,The SEARCH for Diabetes in Youth Registry Study,6139,ZDP1,Special Emphasis Panel ,,,5,,,375779,
9698652,R01,CE,1,N,9/23/2019,9/30/2019,9/29/2020,136,R01CE002989,SCHOOLS OF MEDICINE,RFA-CE-18-006,1R01CE002989-01,NCIPC:748907\,Non-SBIR/STTR RPGs,2018,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,NEW HAVEN,UNITED STATES,EMERGENCY MEDICINE,3,43207562,US,9420201,YALE UNIVERSITY,CT,65208327,"8. PROJECT NARRATIVE Patients with opioid use disorder (OUD) who are transported to the emergency department after an overdose are at risk for subsequent overdoses if their OUD is not treated. Although buprenorphine/naloxone (BUP) is currently considered the most effective treatment for OUD, fewer than half of patients agree to start it after an overdose. This study provides a model safety net for such patients, creating support teams comprising specially trained paramedics from Yale and Recovery Coaches from the Connecticut Community for Addiction Recovery who will improve access to BUP while assisting OUD patients with the many other psychosocial aspects of recovery, in order to decrease the risk subsequent overdoses.",11357780 (contact); 6609750; ,"BOGUCKI, SANDY  (contact); PANTALON, MICHAEL V;",,9/30/2019,9/29/2021,,A Multi-Tiered Safety Net Following Naloxone Resuscitation from Opioid Overdose,2989,ZCE1,Special Emphasis Panel ,,,1,,,748907,
9729957,U48,DP,1,N,2/15/2019,9/30/2019,9/29/2024,135,U48DP006401,SCHOOLS OF PUBLIC HEALTH,RFA-DP-19-001,1U48DP006401-01,NCCDPHP:1\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,COLUMBIA,UNITED STATES,OTHER HEALTH PROFESSIONS,6,41387846,US,1524302,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,292080001,"Physical inactivity and poor diet are leading preventable causes of death in the US, and racial disparities are marked in these behaviors and associated outcomes. This proposal seeks to address these major public health problems by creating, in partnership with a Community Advisory Board and translation partners, a Center infrastructure with skilled staff and investigators that focuses on translating research into practice, communicating and disseminating knowledge and products, providing training to diverse audiences, and contributing to the larger PRC Network to increase the network's collective impact. The proposed innovative core research project, a national implementation study of a faith-based program, will contribute to research and practice regarding factors involved in scaling up an evidence-based program in faith settings.",1901259; ,"WILCOX, SARA ;",,9/30/2019,9/29/2024,,"USC PRC Center and Core Research Project: National Implementation Study of the Faith, Activity, and Nutrition (FAN) Program",6401,ZDP1,Special Emphasis Panel ,,,1,,,1,
9731788,U48,DP,1,N,2/15/2019,9/30/2019,9/29/2024,135,U48DP006383,SCHOOLS OF MEDICINE,RFA-DP-19-001,1U48DP006383-01,NCCDPHP:1\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,MADISON,UNITED STATES,OBSTETRICS & GYNECOLOGY,2,161202122,US,578503,UNIVERSITY OF WISCONSIN-MADISON,WI,537151218,"NARRATIVE The overarching mission of the proposed University of Wisconsin-Madison Prevention Research Center (UWPRC) is to improve the health of low-income women, infants and families through the conduct of high-quality applied health promotion and disease prevention research with a focus on achieving health equity. The UWPRC will accomplish this by engaging multidisciplinary campus researchers, public health practitioners, community- based and governmental organizations and families to develop a research and translational agenda. The agenda will emphasize policy and systems strategies at the foundation of the CDC Health Impact Pyramid where there is broad population impact.",1908054; 8622535 (contact); 1947055; ,"CLARK, ROSEANNE ; EHRENTHAL, DEBORAH BETH (contact); MAHONEY, JANE E;",,9/30/2019,9/29/2024,,"Expanding the Evidence-Base for Prevention Strategies to Improve the Health of Women, Infants, and Families",6383,ZDP1,Special Emphasis Panel ,,,1,,,1,
9731878,U48,DP,1,N,2/15/2019,9/30/2019,9/29/2024,135,U48DP006380,SCHOOLS OF PUBLIC HEALTH,RFA-DP-19-001,1U48DP006380-01,NCCDPHP:1\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,NEW HAVEN,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,3,43207562,US,9420201,YALE UNIVERSITY,CT,65208327,Project Narrative The successful implementation of our project will provide a roadmap for implementation of such interventions in other low-income communities in our region as well as nationally.,8305575; ,"PEREZ-ESCAMILLA, RAFAEL ;",,9/30/2019,9/29/2024,,Prevention Research in the Digital Age: Public and Private Partnerships for Sustainable Impact at Scale,6380,ZDP1,Special Emphasis Panel ,,,1,,,1,
9732110,U48,DP,1,N,2/15/2019,9/30/2019,9/29/2024,135,U48DP006411,SCHOOLS OF MEDICINE,RFA-DP-19-001,1U48DP006411-01,NCCDPHP:1\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,ATLANTA,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,5,102005451,US,1726701,MOREHOUSE SCHOOL OF MEDICINE,GA,303101495,"PROJECT NARRATIVE The Core research project will address CDC's winnable battle on HIV and intends to impact public health by addressing the Healthy People (HP) 2020 HIV goal to prevent HIV infection and its related illness and death. This implementation research project seeks to increase the number of individuals who are tested for HIV and reduce engagement in risky sexual behaviors among high risk young adults in areas that are heavily affected by HIV. The proposed project aligns with the CDC?s High-Impact Prevention approach to making HIV testing simple, accessible, and routine, and increasing access to condoms.",8847733; ,"HENRY-AKINTOBI, TABIA ;",,9/30/2019,9/29/2024,,Morehouse School of Medicine Prevention Research Center: Advancing Health Equity through Community-Led Applied Public Health Prevention Research and Translation,6411,ZDP1,Special Emphasis Panel ,,,1,,,1,
9732270,U48,DP,1,N,2/15/2019,9/30/2019,9/29/2024,135,U48DP006404,SCHOOLS OF PUBLIC HEALTH,RFA-DP-19-001,1U48DP006404-01,NCCDPHP:1\,OTHERS,2018,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,BIRMINGHAM,UNITED STATES,OTHER HEALTH PROFESSIONS,7,63690705,US,1288803,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,352940001,"Project Narrative The UAB Center for the Study of Community Health supports community-based research, prevention, outreach, and education to enhance community health in Alabama, a Deep South state with significant health disparities beginning early in life that persist across the life course. CHEER will test the independent and combined effects of two system-level interventions to improve health and quality of life among residents of disadvantaged urban communities. Translation and dissemination will inform the development of cost-effective family and community-level interventions with potential for wide dissemination and scalability.",7964249; ,"MICHAEL, MAX ;",,9/30/2019,9/29/2024,,CHEER Center for the Study of Community Health,6404,ZDP1,Special Emphasis Panel ,,,1,,,1,
9733844,U54,OH,5,N,6/11/2019,9/30/2019,9/29/2020,262,U54OH007544,SCHOOLS OF PUBLIC HEALTH,PAR-15-353,5U54OH007544-19,NIOSH:1945816\,RESEARCH CENTERS,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,SEATTLE,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,,7552259; ,"YOST, MICHAEL G;",,9/30/2016,9/29/2021,,Pacific Northwest Agricultural Safety and Health Center (PNASH),7544,ZOH1,Special Emphasis Panel ,,,19,,,1945816,
9745358,U01,DP,5,N,6/3/2019,9/30/2019,9/29/2020,283,U01DP006266,SCHOOLS OF MEDICINE,RFA-DP-16-003,5U01DP006266-04,NCCDPHP:867000\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,CHAPEL HILL,UNITED STATES,INTERNAL MEDICINE/MEDICINE,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,,8765095; ,"NELSON, AMANDA E;",,9/30/2016,9/29/2021,,"Johnston County Osteoarthritis Project: Arthritis, Disability, and Other Chronic Diseases",6266,ZDP1,Special Emphasis Panel ,,,4,,,867000,
9747153,U18,DP,5,N,6/24/2019,9/30/2019,9/29/2020,945,U18DP006122,,RFA-DP-15-001,5U18DP006122-05,NCCDPHP:449997\,OTHER RESEARCH-RELATED,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,BOSTON,UNITED STATES,,7,71721088,US,444701,"HARVARD PILGRIM HEALTH CARE, INC.",MA,22153325,PUBLIC HEALTH RELEVANCE: High-deductible health plans that require patients to pay up to $1000-$6000 out-of-pocket per year are rapidly replacing low cost-sharing insurance plans. Employers can tailor the most rapidly emerging type of high- deductible health plan - those linked to a Health Savings Account - by purchasing additional coverage to make key preventive medicines free to patients and by making generous annual contributions to their savings accounts offset out-of-pocket costs. This study seeks to improve outcomes in diabetes by determining the impacts of these designs on the health care utilization and health outcomes of diabetes patients.,8436987 (contact); 9952957; ,"ROSS-DEGNAN, DENNIS  (contact); WHARAM, JAMES FRANKLIN;",,9/30/2015,9/29/2020,,Impact of HSA Cost Sharing Reductions on High-deductible Members with Diabetes,6122,ZDP1,Special Emphasis Panel ,,,5,,,449997,
9747158,U18,DP,5,N,6/6/2019,9/30/2019,9/29/2020,945,U18DP006116,SCHOOLS OF MEDICINE,RFA-DP-15-001,5U18DP006116-05,NCCDPHP:449730\,OTHER RESEARCH-RELATED,2019,NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO,,PORTLAND,UNITED STATES,FAMILY MEDICINE,3,96997515,US,6297007,OREGON HEALTH & SCIENCE UNIVERSITY,OR,972393098,"PUBLIC HEALTH RELEVANCE: This innovative and timely study will measure the impact of Affordable Care Act (ACA) Medicaid expansions on diabetes mellitus (DM) prevention, treatment, expenditures and health outcomes. To assess this natural policy experiment, we will use electronic health record data from the ADVANCE clinical data research network (CDRN) of PCORnet, which contains data from >700 community health centers (CHCs), including 470 CHCs in 12 states that expanded Medicaid (n=1,242,823 patients), and 248 CHCs in 9 states that did not expand Medicaid (n=830,399 patients). The ADVANCE CDRN dataset uniquely positions us to assess DM-related care and outcomes immediately following the ACA Medicaid expansions.",11703978; ,"HUGUET, NATHALIE ;",,9/30/2015,9/29/2020,,PREVENT-D: Post ACA Reform: Evaluate Community Health Center Care for Diabetes,6116,ZDP1,Special Emphasis Panel ,,,5,,,449730,
9747738,U54,OH,5,N,6/11/2019,9/30/2019,9/29/2020,262,U54OH007548,SCHOOLS OF PUBLIC HEALTH,PAR-15-353,5U54OH007548-19,NIOSH:1571091\,RESEARCH CENTERS,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,IOWA CITY,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,2,62761671,US,3972901,UNIVERSITY OF IOWA,IA,522421320,,8642693; ,"ANTHONY, THERESA RENEE;",,9/30/2016,9/29/2021,,Great Plains Center for Agricultural Health (GPCAH),7548,ZOH1,Special Emphasis Panel ,,,19,,,1571091,
9750558,U54,OH,5,N,6/11/2019,9/30/2019,9/29/2020,262,U54OH011230,SCHOOLS OF PUBLIC HEALTH,PAR-15-353,5U54OH011230-04,NIOSH:1872523\,RESEARCH CENTERS,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,GAINESVILLE,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,3,969663814,US,513806,UNIVERSITY OF FLORIDA,FL,326115500,,1877929; ,"MORRIS, JOHN GLENN;",,9/30/2016,9/29/2021,,Southeastern Coastal Center for Agriculture Health and Safety (SCC-AHS): Pilot / Feasibility Program,11230,ZOH1,Special Emphasis Panel ,,,4,,,1872523,
9768285,U01,GH,5,N,7/31/2019,9/30/2019,9/29/2020,269,U01GH001644,SCHOOLS OF PUBLIC HEALTH,RFA-GH-15-008,5U01GH001644-05,ODCDC:180000\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,NEW YORK,UNITED STATES,NONE,13,621889815,US,1833205,COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,100320049,"Project Narrative Mortality is perhaps the most profound and important measure in assessing the need for humanitarian intervention and the efficacy of relief efforts. Without the ability to enumerate beneficiaries or vulnerable groups, it is nearly impossible to assess if services are adequate or working. This project will field test two simple methods to enumerate monitor the mortality of IDPs or other vulnerable subpopulations. The techniques will be employed in a variety of settings in hopes of establishing guidelines for application to humanitarian crises.",9990923; ,"ROBERTS, LESLIE F.;",,9/30/2015,9/29/2020,,"GH15-008, HQ Research, Enumerating and monitoring vulnerable sub-populations",1644,ZGH1,Special Emphasis Panel ,,,5,,,180000,
9772183,U01,GH,5,N,8/19/2019,9/30/2019,9/29/2020,326,U01GH002231,,RFA-GH-18-005,5U01GH002231-02,COGH:162500\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,KAMPALA,UGANDA,,,565537557,UG,10010688,"AFRICAN FIELD EPIDEMIOLOGY NETWORK, LTD",,NA,"PROJECT NARRATIVE The project will serve to strengthen Neglected Tropical Diseases (NTD) Control and Elimination in Africa, by providing an evidence base and platform for action to control and elimination in Africa, thus reducing morbidity and mortality in the portion of the African population that is at risk for these diseases.",15411099; ,"LAKWO, THOMSON LURONI;",,9/30/2018,9/29/2023,,Enhancing capacity for Strategic and Applied Research Activities in Support of Control and Elimination of Neglected Tropical Diseases,2231,ZGH1,Special Emphasis Panel ,,,2,,,162500,
9776383,U54,OH,5,N,6/11/2019,9/30/2019,9/29/2020,262,U54OH007550,SCHOOLS OF MEDICINE,PAR-15-353,5U54OH007550-19,NIOSH:2054358\,RESEARCH CENTERS,2019,NATIONAL INSTITUTE FOR OCCUPATIONAL SAFETY AND HEALTH,,DAVIS,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,3,47120084,US,577503,UNIVERSITY OF CALIFORNIA AT DAVIS,CA,956186153,,1934663; ,"PINKERTON, KENT ED;",,9/30/2016,9/29/2021,,The Western Center for Agricultural Health and Safety,7550,ZOH1,Special Emphasis Panel ,,,19,,,2054358,
9782828,U01,CE,5,N,8/19/2019,9/30/2019,9/29/2020,136,U01CE002843,SCHOOLS OF SOCIAL WELFARE/WORK,RFA-CE-16-005,5U01CE002843-04,NCIPC:562211\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,DETROIT,UNITED STATES,NONE,13,1962224,US,9110501,WAYNE STATE UNIVERSITY,MI,482024050,"PROJECT NARRATIVE The proposed research will evaluate the effectiveness of the adaptation of an evidence-based intervention (Youth Empowerment Solutions (YES) Curriculum; Zimmerman et al, in press) to address prevention of sexual violence (SV) and teen dating violence (TDV), focusing on youth empowerment, school connectedness, and social norms. The proposed quasi-experimental, mixed methods design is theoretically driven and incorporates a scientific research design that addresses the effect of the prevention strategy on prevalence and incidence of SV and TDV perpetration among adolescent males and females of diverse races/ethnicities and social classes. The exploration of the efficiency and outcome of the adaptation of the YES curriculum will provide a foundation that informs continued research and practice for the widespread dissemination of this evidence-based prevention program for SV and TDV among youth.",10703695 (contact); 10526766; 1858765; ,"KERNSMITH, POCO  (contact); SMITH-DARDEN, JOANNE PARSONS; ZIMMERMAN, MARC A;",,9/30/2016,9/29/2020,,Youth Empowerment Solutions for Healthy Relationships: Engaging Youth to Prevent Sexual Violence,2843,ZCE1,Special Emphasis Panel ,,,4,,,562211,
9782882,R13,HS,5,N,8/27/2019,9/30/2019,9/29/2020,226,R13HS025632,,PA-16-453,5R13HS025632-02,AHRQ:49141\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,OAKLAND,UNITED STATES,,13,150829349,US,3497005,KAISER FOUNDATION RESEARCH INSTITUTE,CA,946123466,"Project Narrative Despite the existence of thousands of evidence-based practices, less than half of Americans receive recom- mended care for physical disorders, even fewer for behavioral disorders, and AHRQ priority populations are disproportionately impacted by this implementation gap. The proposed 3-year conference series will engage a nationally-representative group of experts to generate research, policy, and practice priorities for a research agenda to guide the study of implementation mechanisms. Conference products will position the field to eluci- date how, why, and under what circumstances implementation strategies work for whom, with an emphasis on AHRQ priority populations, to achieve more effective and sustained implementation.",11761120; ,"LEWIS, CARA CHARISSA;","NOURJAH, PARIVASH",9/30/2018,9/29/2021,,Advancing Mechanisms of Implementation to Accelerate Sustainable Evidence-Based Practice Integration,25632,HEOR,Healthcare Effectiveness and Outcomes Research ,,,2,,,49141,
9786176,U01,GH,5,N,8/19/2019,9/30/2019,9/29/2020,326,U01GH002133,,RFA-GH-16-006,5U01GH002133-04,NCHHSTP:650000\NCIRD:788500\,Non-SBIR/STTR RPGs,2019,Center for Global Health,,BETHESDA,UNITED STATES,,8,962318650,US,10041868,"HJF MEDICAL RESEARCH INTERNATIONAL, INC.",MD,208171891,"Proposal Narrative The purpose of this cooperative agreement is to conduct and monitor epidemiologic-, clinical- and laboratory-based studies of important human diseases in Kenya. Each of our proposed projects, from surveillance to prevention, is consistent with and beneficial to advancing CDC Kenya's mission to promote health through collaboration on science, policy, and evidence- based public health actions.",15466904; ,"BAYER, CHRISTOPHER D;",,9/30/2016,9/29/2021,,GH16-006: Conducting Public Health Research in Kenya,2133,ZGH1,Special Emphasis Panel ,,,4,,,1438500,
9786637,U01,CE,5,N,8/23/2019,9/30/2019,9/29/2020,136,U01CE002967,SCHOOLS OF MEDICINE,RFA-CE-18-004,5U01CE002967-02,NCIPC:749506\,Non-SBIR/STTR RPGs,2019,NATIONAL CENTER FOR INJURY PREVENTION AND CONTROL,,SEATTLE,UNITED STATES,INTERNAL MEDICINE/MEDICINE,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"Falls and injuries are a critical and growing public health problem, and medications are a key contributor to falls. This project will implement a set of best practices for medication reduction within a real-world health system using team-based care and evaluate effects on exposure to medications and falls that require medical attention. This new model is expected to greatly enhance the capability of health systems to improve prescribing safety and ultimately mitigate the personal and societal burden of falls.",1857820; 7165625 (contact); ,"GRAY, SHELLY L; PHELAN, ELIZABETH ANNE (contact);",,9/30/2018,9/29/2022,,Reducing CNS-active Medications to Prevent Falls and Injuries in Older Adults,2967,ZCE1,Special Emphasis Panel ,,,2,,,749506,
9786639,R01,TS,5,N,7/1/2019,9/30/2019,9/29/2020,61,R01TS000289,SCHOOLS OF MEDICINE,RFA-TS-18-001,5R01TS000289-02,ATSDR:500000\,Non-SBIR/STTR RPGs,2019,AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY,,ANN ARBOR,UNITED STATES,NEUROLOGY,12,73133571,US,1506502,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,481091276,"PROJECT NARRATIVE Amyotrophic lateral sclerosis (ALS) is a devastating and fatal neurodegenerative condition, and environmental exposures are hypothesized to play a role in disease pathogenesis. Our goals are to understand how metabolism is impacted by environmental toxin exposures and may play a role in ALS pathogenesis. Importantly, removal of identified risk factors from the environment could reduce the likelihood of persons developing ALS, and the discovery of new disease mechanisms will support the development of improved diagnostic, prognostic, and therapeutic approaches that will have wide-ranging implications on ALS disease prevention and treatment.",1860600; ,"FELDMAN, EVA LUCILLE;",,9/30/2018,9/29/2021,,Metabolomic Signatures Linking ALS to Persistent Organic Pollutant Exposures,289,ZTS1,Special Emphasis Panel ,,,2,,,500000,
9787480,K08,HS,5,N,8/27/2019,9/30/2019,9/29/2020,226,K08HS024764,,PA-13-039,5K08HS024764-04,AHRQ:158220\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,BOSTON,UNITED STATES,,8,73130411,US,4907701,MASSACHUSETTS GENERAL HOSPITAL,MA,21142696,"Narrative In the US alone, approximately 15.75 million medication errors occur annually in operating rooms, and almost half of these lead to patient harm, with the remainder having the potential for patient harm. While not yet widely used in operating rooms, clinical decision support systems have been shown to prevent medication errors and their associated harm in other patient care areas, and have the potential to prevent more than 50% of medication errors and 95% of adverse drug events in the operating room. The goals of our proposed project are to design, build and implement platform-independent clinical decision support in the operating room setting and to evaluate whether the decision support system improves patient safety by preventing medication errors and adverse drug events.",11872120; ,"NANJI, KAREN C;","WILLIS, TAMARA",9/30/2016,9/29/2021,,Preventing Perioperative Medication Errors and Adverse Drug Events Through the Use of Clinical Decision Support,24764,HCRT,HSR Health Care Research Training SS ,,,4,,,158220,
9788228,K12,HS,6,N,9/11/2019,9/30/2019,9/29/2020,225,K12HS026396,,RFA-HS-17-012,6K12HS026396-02,AHRQ:731240\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,BRONX,UNITED STATES,,14,81266487,US,10053556,ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,104611900,"Project Narrative The Center of Excellence in Promoting LHS Operations and Research at Einstein/Montefiore(EXPLORE) A Learning Health System is characterized by its capacity and commitment to optimize the outcomes of every clinical intervention through continuous study of all health care interactions, via learning cycles that include data collection and analysis, to generate objective evidence and actionable knowledge, engage stakeholders, and ultimately change behaviors and develop targeted processes to improve outcomes. Realizing this vision also requires dramatic transformation including the creation of an appropriate workforce of well-trained, diverse investigators who will become leaders in learning health system research and operations. Our proposed Center of Excellence in Promoting LHS Operations and Research at Einstein/Montefiore (EXPLORE) will engage and build upon a strong education and training infrastructure at Albert Einstein College of Medicine, and an innovative informatics and value-based care delivery infrastructure at MHS to create a novel career development program in Learning Health Systems Research.",9213243; 1914589; 10721095 (contact); ,"CUNNINGHAM, CHINAZO ; MARANTZ, PAUL R; RINKE, MICHAEL L (contact);","BENJAMIN, SHELLEY",9/30/2018,9/29/2023,,The Center of Excellence in Promoting LHS Operations and Research at Einstein/Montefiore (EXPLORE),26396,ZHS1,Special Emphasis Panel ,,,2,,,731240,
9788233,K12,HS,5,N,9/12/2019,9/30/2019,9/29/2020,226,K12HS026390,SCHOOLS OF MEDICINE,RFA-HS-17-012,5K12HS026390-02,AHRQ:686705\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,INDIANAPOLIS,UNITED STATES,PSYCHIATRY,7,603007902,US,577806,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS,IN,462022915,"Project Narrative The LHS-K12 Program is targeted towards junior faculty who have previously obtained a clinical or research doctoral degree. The purpose of the LHS-K12 program is to equip Scholars with the unique skill set required to conduct research within the learning health system by capitalizing on already available educational opportunities within our organization, while also creating new opportunities in educational domains where gaps exist. Additionally, we believe the LHS-K12 program is the first step in helping us change the culture within our organizations to one that values the integration of research, clinical care, and quality improvement to improve our ability to develop, implement, test, and disseminate innovative and transformative solutions for health care.",7835231 (contact); 7582057; ,"CARROLL, AARON E. (contact); EMBI, PETER J.;","BENJAMIN, SHELLEY",9/30/2018,9/29/2023,,Leveraging Infrastructure to train investigators in patient centered outcomes research in the learning health system (LITI-PCORLHS),26390,ZHS1,Special Emphasis Panel ,,,2,,,686705,
9788235,K12,HS,5,N,9/19/2019,9/30/2019,9/29/2020,226,K12HS026407,SCHOOLS OF MEDICINE,RFA-HS-17-012,5K12HS026407-02,AHRQ:726656\,OTHER RESEARCH-RELATED,2019,AGENCY FOR HEALTHCARE RESEARCH AND QUALITY,,LOS ANGELES,UNITED STATES,INTERNAL MEDICINE/MEDICINE,33,92530369,US,577505,UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,900952000,"PROJECT NARRATIVE Through mentored research career development of the next generation of interdisciplinary team members, leaders, and innovators in dissemination and implementation science and learning health systems, the Stakeholder-Partnered Implementation Research and Innovation Translation (SPIRIT) K12 Program will advance our knowledge of delivery and implementation strategies for proven interventions in real-world practice and community settings. In closing the gap between evidence-based interventions and their uptake across diverse settings and populations, including historically underserved populations who manifest wide disparities in health status, SPIRIT will contribute to improved health system performance as well as patient outcomes and overall quality of life of adults and children, and their families, who live and often struggle with a broad range of chronic conditions.",11116607; 1952856 (contact); ,"GOULD, MICHAEL K; ONG, MICHAEL K (contact);","HSIEH, CHINGHUI",9/30/2018,9/29/2023,,Stakeholder-Partnered Implementation Research and Innovation Translation (SPIRIT) program,26407,ZHS1,Special Emphasis Panel ,,,2,,,726656,
